Brand,Name,Product,Review,Grade
TOM FORD BEAUTY,JESSICA,Lipstick,"a bright, medium-dark pink with subtle flecks of gold sparkle. It had medium color coverage that applied evenly and sat well on my lips giving them a smoother appearance. The texture was lightly emollient, so it glided across my lips easily but didn�t slide around too much. It stayed on well for four hours and was lightly moisturizing.",A-
TOM FORD BEAUTY,CARDI,Lipstick,"a medium-dark, bluish-purple with flecks of blue, violet, and lighter blue pearl and micro-sparkle. Because it�s semi-sheer in coverage, the purplish-blue color ends up looking more purple than blue against my natural lip color (which is slightly pinky). There�s an unevenness to how it applies, though, that prevents it from being a good layering shade. It had a very lightweight, emollient consistency that was comfortable to apply and to wear. It lasted for three hours on me and lightly hydrating.
",B-
COLOUR POP,OOH LA LA,Palette,"new, presumably limited edition, pink-themed palette that features a few shades but mostly repeats. Worth noting, three shades are of the �Pressed Pigment� variety, which all come with the �not intended for use in the immediate eye area� warning. Those shades are: Big Sugar, Opulent, and Sandbar. The brand new shades are Tickled, Big Sugar, and Caddy (at least, to my knowledge!), which makes six shades repromotes. I liked the palette, but there were a few weaker shades in it that dragged the score down.  I didn�t feel like it was that hard to work with when I applied to my lids, but you�ll likely want to be someone who normally wears eyeshadow primer and doesn�t mind using a dampened brush with the most shimmery shade (Tickled).
",B
TOM FORD BEAUTY,SONJA,Lipstick,"a rich, medium pinky-red with cooler undertones and a cream finish. It had semi-opaque pigmentation�far more pigmented than promised�with a lightly emollient consistency that glided across my lips comfortably. The lipstick sat well on my lips and helped to smooth out my lip lines. It wore well for five hours and was lightly hydrating over time.",A-
TOM FORD BEAUTY,SCARLETT,Lipstick,"a muted, light-medium red with warm undertones and a glossy sheen. It had medium to semi-opaque color coverage�I could see my lip freckle peeking through and tell this shade had some translucency to it. The color applied evenly and easily across my lips, which didn�t emphasize my lip texture or lip lines. It stayed on nicely for four hours and was lightly hydrating. This shade is a repromote, but I found my newest version to be a bit more pigmented, which gave it a redder look on my lips.",A-
PAT MCGRATH,OMI,Lipstick,"a muted, medium-dark pink with neutral-to-warm undertones and a satin finish. The pigmentation was opaque in a single layer, which went on evenly and fluidly. It had a smooth, velvety consistency that was lightly creamy but not slippery on my lips, so it adhered well for longer wear. It stayed on well for just shy of the five-hour mark and was neither hydrating nor drying on me. It performed consistently with the regularly-packaged version.",A
PAT MCGRATH,ELSON,Lipstick,"a rich, deep red with strong, cool undertones and a soft sheen. It had good color coverage in a single layer, but I could detect a hint of my lip freckle peeking through (indcating it wasn�t quite full coverage). The lipstick had a lightweight, lightly emollient consistency that felt more emollient than other shades that had a creamier, slightly heavier feel in comparison. For such a rich shade, it was easy to apply, even along the edges, and lasted for over six hours, left a stain behind, and did not feather or bleed along the edges of my lips. The formula felt neither drying nor hydrating on me. It was consistent when compared to the regularly-packaged version, though this seemed to be marginally more comfortable to wear.
",A
TOM FORD BEAUTY,ELLIE,Lipstick,"a medium pink with strong,w arm undertones and a frosted finish. It had semi-sheer to medium color payoff in a single layer, which went on evenly and never dragged or tugged on my lips. The texture was ligthweight, lightly creamy, and comfortable to wear while the lipstick sat well on my lips and didn�t exacerbate my lip lines. It lasted for three and a half hours on me and was hydrating over time. This is a repromote and was released previously, though the most recent release seemed a bit warmer and a touch more pigmented.",A-
TOM FORD BEAUTY,AVA,Lipstick,"a soft, peachy beige with warm undertones and a golden pearl. It had medium coverage with a balmy consistency that had noticeable slip and seemed to slide around on my lips a bit, enough to settle into my lip lines. There was also something about how this sat on my lips that it did not seem �even� though it�s hard to say it was patchy or streaky at a glance. It wore well for two hours on me and was lightly hydrating.",C
TOM FORD BEAUTY,CAMILLA,Lipstick,"a soft peach with warm undertones and a luminous sheen. It had semi-sheer coverage, as described, that applied evenly and smoothly across my lips. The texture was lightweight, balm-like with moderate slip but felt thinner and did not slide around too much. It stayed on nicely for two and a half hours on me and was moisturizing while worn.
",B+
COLOUR POP,BROWN SUGAR,Palette,"a top notch choice for anyone in the market for warmer, slightly muted neutrals. There�s an earthier tone to the shade selection in the palette that feels a little less like other warm-toned neutral palettes on the market, though for anyone who�s overindulged in the trend, it may be well-traversed territory.",A
PAT MCGRATH,CHRISTY,Lipstick,"a medium pink with strong, warm undertones and a satin finish. It had good color coverage that applied evenly to my lips without dragging or tugging on my lips. The texture had a bit of slip to it, beyond its more velvety, creamy consistency that I expect out of the MatteTrance formula, that led to the color getting into my lip lines. It wasn�t noticeable from a normal viewing distance, and it did not seem to get progressively worse. This shade stayed on well for five hours on me and was lightly hydrating over time. It was fairly consistent with the regularly-packaged version.",A
